voyageID,voyage,port,whaling_ground,sealing_ground,year,whales,whale_oil,seals,seal_oil,whales_other,source,masterID,master_unc,master,vesselID,vessel,vessel_type,tonnage,notes
SV1697,Gleaner : 1829,Peterhead,Davis Strait,Only whaling,1829,13,166,,,,,SM0412,,"Shand, J",SS110,Gleaner,sailing vessel,262,
SV1698,Hannibal : 1829,Peterhead,Davis Strait,Only whaling,1829,11,134,,,,,SM0051,,"Birnie, J",SS115,Hannibal,sailing vessel,315,
SV1699,Hope : 1829,Peterhead,Davis Strait,Only whaling,1829,8,120,,,,,SM0499,,"Volum, J",SS125,Hope,sailing vessel,242,
SV1700,James : 1829,Peterhead,Davis Strait,Only whaling,1829,14,137,,,,,SM0215,,"Hogg, J",SS134,James,sailing vessel,346,
SV1701,Mary : 1829,Peterhead,East Greenland,Only whaling,1829,6,89,,,,,SM0557,,"Stewart, A",SS171,Mary,sailing vessel,157,
SV1702,Perseverance : 1829,Peterhead,Davis Strait,Only whaling,1829,2,30,,,,,SM0343,,"Ogston, J",SS200,Perseverance,sailing vessel,240,
SV1703,Resolution : 1829,Peterhead,Davis Strait,Only whaling,1829,8,112,,,,,SM0361,,"Philips, T",SS228,Resolution,sailing vessel,400,
SV1704,Superior : 1829,Peterhead,Davis Strait,Only whaling,1829,10,134,,,,,SM0289,,"Manson, D",SS256,Superior,sailing vessel,306,
SV1705,Traveller : 1829,Peterhead,Davis Strait,Only whaling,1829,17,171,,,,,SM0421,,"Simpson, G",SS271,Traveller,sailing vessel,400,
SV1706,Union : 1829,Peterhead,Davis Strait,Only whaling,1829,8,96,,,,,SM0283,,"Mackie, T",SS280,Union,sailing vessel,224,
SV1733,Alexander : 1830,Aberdeen,Davis Strait,Only whaling,1830,0,0,,,,,SM0014,,Allan,SS014,Alexander,sailing vessel,282,Lost 3 July.
SV1734,Bon Accord : 1830,Aberdeen,Davis Strait,Only whaling,1830,1,17,,,,,SM0349,,"Parker, J",SS033,Bon Accord,sailing vessel,363,
SV1735,Dee : 1830,Aberdeen,Davis Strait,Only whaling,1830,0,0,,,,,SM0102,,"Cook, A",SS057,Dee,sailing vessel,319,Clean.
SV1736,Hercules : 1830,Aberdeen,Davis Strait,Only whaling,1830,1,11,,,,,SM0377,?,"Reid, W",SS119,Hercules,sailing vessel,248,
SV1737,Letita : 1830,Aberdeen,Davis Strait,Only whaling,1830,0,0,,,,,SM0098,,"Clark, J",SS157,Letita,sailing vessel,318,Lost 25 June.
SV1738,Middleton : 1830,Aberdeen,Davis Strait,Only whaling,1830,0,0,,,,,SM0313,,Mills,SS177,Middleton,sailing vessel,329,Lost 3 July.
SV1739,Middleton : 1830,Aberdeen,Davis Strait,Only whaling,1830,0,0,,,,,SM0232,,Janes,SS178,Middleton,sailing vessel,298,Clean.
SV1740,Neptune : 1830,Aberdeen,Davis Strait,Only whaling,1830,1,15,,,,,SM0068,,"Bruce, R",SS186,Neptune,sailing vessel,282,
SV1741,Princess of Wales : 1830,Aberdeen,Davis Strait,Only whaling,1830,0,0,,,,,SM0192,,"Gray, J",SS216,Princess of Wales,sailing vessel,308,Lost 25 June.
SV1742,St Andrew : 1830,Aberdeen,Davis Strait,Only whaling,1830,2,13,,,,,SM0375,,Reid,SS250,St Andrew,sailing vessel,313,
SV1720,Achilles : 1830,Dundee,Davis Strait,Only whaling,1830,0,0,,,,,SM0489,,"Thoms, R",SS003,Achilles,sailing vessel,367,"Lost 2 June in M Bay - capt came home on the William and Ann, ed."
SV1721,Advice : 1830,Dundee,Davis Strait,Only whaling,1830,1,15,,,,,SM0152,,"Deuchers, G",SS007,Advice,sailing vessel,324,
SV1722,Dorothy : 1830,Dundee,Davis Strait,Only whaling,1830,2,32,,,,,SM0129,,Davidson,SS065,Dorothy,sailing vessel,369,
SV1723,Fairy : 1830,Dundee,Davis Strait,Only whaling,1830,3,31,,,,,SM0527,,Welsh,SS098,Fairy,sailing vessel,247,
SV1724,Friendship : 1830,Dundee,Davis Strait,Only whaling,1830,1,4,,,,,SM0085,,Chapman,SS104,Friendship,sailing vessel,304,
SV1725,Horn : 1830,Dundee,Davis Strait,Only whaling,1830,1,12,,,,,SM0448,,Steveson,SS128,Horn,sailing vessel,368,
SV1726,Princess Charlotte : 1830,Dundee,Davis Strait,Only whaling,1830,0,0,,,,,SM0006,,"Adamson, W",SS212,Princess Charlotte,sailing vessel,357,Clean.
SV1727,Thomas : 1830,Dundee,Davis Strait,Only whaling,1830,3,21,,,,,SM0488,,"Thoms, G",SS267,Thomas,sailing vessel,356,
SV1728,Three Brothers : 1830,Dundee,Davis Strait,Only whaling,1830,0,0,,,,,SM0078,,Cameron,SS270,Three Brothers,sailing vessel,339,Lost 25 June.
SV1707,Baffin : 1830,Edinburgh/Leith,Davis Strait,Only whaling,1830,0,0,,,,,SM0425,,Smith,SS028,Baffin,sailing vessel,321,Lost . 
SV1708,Juno : 1830,Edinburgh/Leith,Davis Strait,Only whaling,1830,1,13,,,,,SM0273,,"Lyall, J",SS149,Juno,sailing vessel,353,
SV1709,North Pole : 1830,Edinburgh/Leith,Davis Strait,Only whaling,1830,1,5,,,,,SM0425,,Smith,SS188,North Pole,sailing vessel,314,3 Smith masters from ed.
SV1710,Prince of Orange : 1830,Edinburgh/Leith,Davis Strait,Only whaling,1830,1,13,,,,,SM0203,,Guthrie,SS210,Prince of Orange,sailing vessel,359,
SV1711,Rattler : 1830,Edinburgh/Leith,Davis Strait,Only whaling,1830,0,0,,,,,SM0455,,"Stodart, R, Sr",SS224,Rattler,sailing vessel,349,Lost.
SV1712,Ulverston : 1830,Edinburgh/Leith,Davis Strait,Only whaling,1830,1,21,,,,,SM0262,,Liston,SS277,Ulverston,sailing vessel,354,
SV1713,William and Ann : 1830,Edinburgh/Leith,Davis Strait,Only whaling,1830,0,0,,,,"Scottish Fisheries Museum, Anstruther",SM0425,,Smith,SS287,William and Ann,sailing vessel,364,Clean.
SV1743,John : 1830,Greenock,Davis Strait,Only whaling,1830,0,0,,,,,SM0101,,Comb,SS146,John,sailing vessel,316,Lost.
SV1714,Caledonia : 1830,Kirkcaldy,Davis Strait,Only whaling,1830,8,106,,,,,SM0491,,Todd,SS040,Caledonia,sailing vessel,373,
SV1715,Earl Percy : 1830,Kirkcaldy,Davis Strait,Only whaling,1830,0,0,,,,,SM0556,,"Stewart, A",SS073,Earl Percy,sailing vessel,319,Clean.
SV1716,Eggington : 1830,Kirkcaldy,Davis Strait,Only whaling,1830,1,14,,,,,SM0453,,Stodart,SS079,Eggington,sailing vessel,336,
SV1717,Majestic : 1830,Kirkcaldy,Davis Strait,Only whaling,1830,1,14,,,,,SM0130,,Davidson,SS170,Majestic,sailing vessel,280,
SV1718,Rambler : 1830,Kirkcaldy,Davis Strait,Only whaling,1830,1,2,,,,,SM0450,,Stewart,SS221,Rambler,sailing vessel,282,
SV1719,Triad : 1830,Kirkcaldy,Davis Strait,Only whaling,1830,0,0,,,,,SM0128,,Davidson,SS273,Triad,sailing vessel,282,Clean.
SV1729,Eliza Swan : 1830,Montrose,Davis Strait,Only whaling,1830,0,0,,,,,SM0178,,Fulton,SS083,Eliza Swan,sailing vessel,306,Clean.
SV1730,London : 1830,Montrose,Davis Strait,Only whaling,1830,0,0,,,,,SM0071,,"Burn, J",SS164,London,sailing vessel,345,Clean.
SV1731,Monarch : 1830,Montrose,Davis Strait,Only whaling,1830,3,30,,,,,SM0127,,Davidson,SS180,Monarch,sailing vessel,311,
SV1732,Spencer : 1830,Montrose,Davis Strait,Only whaling,1830,0,0,,,,,SM0382,,Robertson,SS248,Spencer,sailing vessel,340,Lost.
SV1744,Commerce : 1830,Peterhead,Davis Strait,Only whaling,1830,0,0,,,,,SM0509,,"Walker, W",SS054,Commerce,sailing vessel,241,Clean.
SV1745,Eclipse : 1830,Peterhead,Davis Strait,Only whaling,1830,2,18,,,,,SM0357,,"Penny, W",SS076,Eclipse,sailing vessel,287,
SV1746,Gleaner : 1830,Peterhead,Davis Strait,Only whaling,1830,6,74,,,,,SM0412,,"Shand, J",SS110,Gleaner,sailing vessel,262,
SV1747,Hannibal : 1830,Peterhead,Davis Strait,Only whaling,1830,2,16,,,,,SM0051,,"Birnie, J",SS115,Hannibal,sailing vessel,315,
SV1748,Hope : 1830,Peterhead,Davis Strait,Only whaling,1830,0,0,,,,,SM0499,,"Volum, J",SS125,Hope,sailing vessel,242,Lost 3 July.
SV1749,James : 1830,Peterhead,Davis Strait,Only whaling,1830,1,13,,,,,SM0215,,"Hogg, J",SS134,James,sailing vessel,346,
SV1750,Mary : 1830,Peterhead,East Greenland,East Greenland,1830,1,6,70,,,,SM0557,,"Stewart, A",SS171,Mary,sailing vessel,157,
SV1751,Perseverance : 1830,Peterhead,East Greenland,East Greenland,1830,0,5,400,,,,SM0343,,"Ogston, J",SS200,Perseverance,sailing vessel,240,
SV1752,Resolution : 1830,Peterhead,Davis Strait,Only whaling,1830,0,0,,,,,SM0361,,"Philips, T",SS228,Resolution,sailing vessel,400,Lost 25 June.
SV1753,Resolution : 1830,Peterhead,Davis Strait,Only whaling,1830,1,10,,,,,SM0215,,"Hogg, J",SS229,Resolution,sailing vessel,291,
SV1754,Superior : 1830,Peterhead,Davis Strait,Only whaling,1830,2,23,,,,,SM0289,,"Manson, D",SS256,Superior,sailing vessel,306,
SV1755,Traveller : 1830,Peterhead,Davis Strait,Only whaling,1830,7,110,,,,,SM0421,,"Simpson, G",SS271,Traveller,sailing vessel,400,
SV1756,Union : 1830,Peterhead,Davis Strait,Only whaling,1830,1,13,,,,,SM0283,,"Mackie, T",SS280,Union,sailing vessel,224,
SV1783,Bon Accord : 1831,Aberdeen,Davis Strait,Only whaling,1831,6,91,,,,,SM0349,,"Parker, J",SS033,Bon Accord,sailing vessel,363,
SV1784,Dee : 1831,Aberdeen,Davis Strait,Only whaling,1831,8,79,,,,,SM0102,,"Cook, A",SS057,Dee,sailing vessel,319,
SV1785,Hercules : 1831,Aberdeen,Davis Strait,Only whaling,1831,14,103,,,,"University Library, Kings College, Aberdeen",SM0020,,Allen,SS119,Hercules,sailing vessel,248,
SV1786,Middleton : 1831,Aberdeen,Davis Strait,Only whaling,1831,2,22,,,,,SM0232,,Janes,SS178,Middleton,sailing vessel,298,
SV1787,Neptune : 1831,Aberdeen,Davis Strait,Only whaling,1831,1,16,,,,,SM0068,,"Bruce, R",SS186,Neptune,sailing vessel,282,
SV1788,St Andrew : 1831,Aberdeen,Davis Strait,Only whaling,1831,9,115,,,,,SM0375,,Reid,SS250,St Andrew,sailing vessel,313,
SV1771,Advice : 1831,Dundee,Davis Strait,Only whaling,1831,11,154,,,,,SM0152,,"Deuchers, G",SS007,Advice,sailing vessel,324,
SV1772,Alexander : 1831,Dundee,Davis Strait,Only whaling,1831,4,55,,,,,SM0489,,"Thoms, R",SS015,Alexander,sailing vessel,320,
SV1773,Dorothy : 1831,Dundee,Davis Strait,Only whaling,1831,8,110,,,,,SM0129,,Davidson,SS065,Dorothy,sailing vessel,369,
SV1774,Ebor : 1831,Dundee,Davis Strait,Only whaling,1831,3,43,,,,,SM0078,,Cameron,SS075,Ebor,sailing vessel,280,
SV1775,Fairy : 1831,Dundee,Davis Strait,Only whaling,1831,4,51,,,,,SM0527,,Welsh,SS098,Fairy,sailing vessel,247,
SV1776,Friendship : 1831,Dundee,Davis Strait,Only whaling,1831,3,48,,,,,SM0085,,Chapman,SS104,Friendship,sailing vessel,304,
SV1777,Horn : 1831,Dundee,Davis Strait,Only whaling,1831,6,86,,,,,SM0448,,Steveson,SS128,Horn,sailing vessel,368,
SV1778,Princess Charlotte : 1831,Dundee,Davis Strait,Only whaling,1831,2,16,,,,,SM0006,,"Adamson, W",SS212,Princess Charlotte,sailing vessel,357,
SV1779,Thomas : 1831,Dundee,Davis Strait,Only whaling,1831,12,146,,,,,SM0488,,"Thoms, G",SS267,Thomas,sailing vessel,356,
SV1757,Juno : 1831,Edinburgh/Leith,Davis Strait,Only whaling,1831,8,75,,,,,SM0273,,"Lyall, J",SS149,Juno,sailing vessel,353,
SV1758,North Pole : 1831,Edinburgh/Leith,Davis Strait,Only whaling,1831,4,45,,,,,SM0425,,Smith,SS188,North Pole,sailing vessel,314,
SV1759,Prince of Orange : 1831,Edinburgh/Leith,Davis Strait,Only whaling,1831,4,45,,,,,SM0203,,Guthrie,SS210,Prince of Orange,sailing vessel,359,
SV1760,Ulverston : 1831,Edinburgh/Leith,Davis Strait,Only whaling,1831,13,136,,,,,SM0262,,Liston,SS277,Ulverston,sailing vessel,354,
SV1761,William and Ann : 1831,Edinburgh/Leith,Davis Strait,Only whaling,1831,8,98,,,,,SM0425,,Smith,SS287,William and Ann,sailing vessel,364,
SV1762,William Young : 1831,Edinburgh/Leith,Davis Strait,Only whaling,1831,3,35,,,,,SM0147,,Deuchers,SS288,William Young,sailing vessel,304,
SV1763,Caledonia : 1831,Kirkcaldy,Davis Strait,Only whaling,1831,2,27,,,,,SM0453,,Stodart,SS040,Caledonia,sailing vessel,373,
SV1764,Earl Percy : 1831,Kirkcaldy,Davis Strait,Only whaling,1831,1,12,,,,,SM0556,,"Stewart, A",SS073,Earl Percy,sailing vessel,319,
SV1765,Eggington : 1831,Kirkcaldy,Davis Strait,Only whaling,1831,4,53,,,,,SM0491,,Todd,SS079,Eggington,sailing vessel,336,
SV1766,Majestic : 1831,Kirkcaldy,Davis Strait,Only whaling,1831,5,52,,,,,SM0130,,Davidson,SS170,Majestic,sailing vessel,280,
SV1767,Rambler : 1831,Kirkcaldy,Davis Strait,Only whaling,1831,0,0,,,,,SM0313,,Mills,SS221,Rambler,sailing vessel,282,Lost.
SV1768,Triad : 1831,Kirkcaldy,Davis Strait,Only whaling,1831,1,12,,,,,SM0382,,Robertson,SS273,Triad,sailing vessel,282,
SV1769,Undaunted : 1831,Kirkcaldy,Davis Strait,Only whaling,1831,4,43,,,,,SM0131,,Davidson,SS278,Undaunted,sailing vessel,360,
SV1770,Viewforth : 1831,Kirkcaldy,Davis Strait,Only whaling,1831,6,52,,,,,SM0344,,Oliphant,SS284,Viewforth,sailing vessel,294,
SV1780,Eliza Swan : 1831,Montrose,Davis Strait,Only whaling,1831,7,67,,,,,SM0178,,Fulton,SS083,Eliza Swan,sailing vessel,306,
SV1781,London : 1831,Montrose,Davis Strait,Only whaling,1831,10,92,,,,,SM0071,,"Burn, J",SS164,London,sailing vessel,345,
SV1782,Monarch : 1831,Montrose,Davis Strait,Only whaling,1831,1,11,,,,,SM0127,,Davidson,SS180,Monarch,sailing vessel,311,
SV1789,Commerce : 1831,Peterhead,East Greenland,East Greenland,1831,9,81,2600,,,,SM0557,,"Stewart, A",SS054,Commerce,sailing vessel,241,"After their DS debacle, 3 P'head ships returned to eg where, on the whole, they fare better than those at DS, thus EG effort will increase."
SV1790,Eclipse : 1831,Peterhead,Davis Strait,Only whaling,1831,0,0,,,,,SM0357,,"Penny, W",SS076,Eclipse,sailing vessel,287,Clean.
SV1791,Gleaner : 1831,Peterhead,Davis Strait,Only whaling,1831,1,15,,,,,SM0025,,"Anderson, G",SS110,Gleaner,sailing vessel,262,
SV1792,Hannibal : 1831,Peterhead,Davis Strait,Only whaling,1831,3,35,,,,,SM0051,,"Birnie, J",SS115,Hannibal,sailing vessel,315,Returned 'leaky.'
SV1793,James : 1831,Peterhead,Davis Strait,Only whaling,1831,0,0,,,,,SM0215,,"Hogg, J",SS134,James,sailing vessel,346,Lost 25 May in M Bay.
SV1794,Joseph Green : 1831,Peterhead,Davis Strait,Only whaling,1831,2,29,,,,,SM0499,,"Volum, J",SS147,Joseph Green,sailing vessel,353,
SV1795,Mary : 1831,Peterhead,East Greenland,East Greenland,1831,0,9,940,,,,SM0509,,"Walker, W",SS171,Mary,sailing vessel,157,Seal oil only.
SV1796,Perseverance : 1831,Peterhead,Davis Strait,Only whaling,1831,3,35,,,,,SM0343,,"Ogston, J",SS200,Perseverance,sailing vessel,240,
SV1797,Resolution : 1831,Peterhead,Davis Strait,Only whaling,1831,5,69,,,,,SM0215,,"Hogg, J",SS229,Resolution,sailing vessel,291,
SV1798,Superior : 1831,Peterhead,Davis Strait,Only whaling,1831,3,38,,,,,SM0289,,"Manson, D",SS256,Superior,sailing vessel,306,
SV1799,Traveller : 1831,Peterhead,Davis Strait,Only whaling,1831,4,54,,,,,SM0421,,"Simpson, G",SS271,Traveller,sailing vessel,400,
SV1800,Union : 1831,Peterhead,East Greenland,East Greenland,1831,4,66,600,,,,SM0283,,"Mackie, T",SS280,Union,sailing vessel,224,
SV1825,Bon Accord : 1832,Aberdeen,Davis Strait,Only whaling,1832,22,214,,,,,SM0349,,"Parker, J",SS033,Bon Accord,sailing vessel,363,
SV1826,Dee : 1832,Aberdeen,Davis Strait,Only whaling,1832,23,173,,,,,SM0102,,"Cook, A",SS057,Dee,sailing vessel,319,
SV1827,Hercules : 1832,Aberdeen,East Greenland,East Greenland,1832,2,26,200,,,,SM0377,?,"Reid, W",SS119,Hercules,sailing vessel,248,
SV1828,Middleton : 1832,Aberdeen,Davis Strait,Only whaling,1832,18,181,,,,,SM0243,,Kerr,SS178,Middleton,sailing vessel,298,"Note: As earlier, newspapers have her sailing first for eg, but with poor prospects proceeds on to DS  (double voyages always difficult to decipher) - again mostly unsuccessful, thus a relatively short-lived strategy."
SV1829,Neptune : 1832,Aberdeen,Davis Strait,Only whaling,1832,6,49,,,,,SM0068,,"Bruce, R",SS186,Neptune,sailing vessel,282,
SV1830,St Andrew : 1832,Aberdeen,Davis Strait,Only whaling,1832,21,180,,,,,SM0375,,Reid,SS250,St Andrew,sailing vessel,313,
SV1813,Advice : 1832,Dundee,Davis Strait,Only whaling,1832,24,237,,,,,SM0152,,"Deuchers, G",SS007,Advice,sailing vessel,324,
SV1814,Alexander : 1832,Dundee,Davis Strait,Only whaling,1832,26,203,,,,,SM0489,,"Thoms, R",SS015,Alexander,sailing vessel,320,
SV1815,Dorothy : 1832,Dundee,Davis Strait,Only whaling,1832,35,285,,,,,SM0129,,Davidson,SS065,Dorothy,sailing vessel,369,
SV1816,Ebor : 1832,Dundee,Davis Strait,Only whaling,1832,22,161,,,,,SM0078,,Cameron,SS075,Ebor,sailing vessel,280,
SV1817,Fairy : 1832,Dundee,Davis Strait,Only whaling,1832,20,171,,,,,SM0527,,Welsh,SS098,Fairy,sailing vessel,247,
SV1818,Friendship : 1832,Dundee,Davis Strait,Only whaling,1832,29,185,,,,,SM0130,,Davidson,SS104,Friendship,sailing vessel,304,
SV1819,Horn : 1832,Dundee,Davis Strait,Only whaling,1832,25,226,,,,,SM0448,,Stevenson,SS128,Horn,sailing vessel,368,
SV1820,Princess Charlotte : 1832,Dundee,Davis Strait,Only whaling,1832,26,204,,,,,SM0006,,"Adamson, W",SS212,Princess Charlotte,sailing vessel,357,
SV1821,Thomas : 1832,Dundee,Davis Strait,Only whaling,1832,28,230,,,,,SM0488,,"Thoms, G",SS267,Thomas,sailing vessel,356,
SV1801,Juno : 1832,Edinburgh/Leith,Davis Strait,Only whaling,1832,0,0,,,,,SM0273,,"Lyall, J",SS149,Juno,sailing vessel,353,'Lost in ice' after being full 26 Aug. 
SV1806,Majestic : 1832,Edinburgh/Leith,Davis Strait,Only whaling,1832,33,213,,,,,SM0192,,"Gray, J",SS170,Majestic,sailing vessel,280,Data indicates that she sometimes sailed from Kirkcaldy and Burntisland.
SV1802,North Pole : 1832,Edinburgh/Leith,Davis Strait,Only whaling,1832,23,157,,,,,SM0425,,Smith,SS188,North Pole,sailing vessel,314,
SV1803,Prince of Orange : 1832,Edinburgh/Leith,Davis Strait,Only whaling,1832,30,232,,,,,SM0203,,Guthrie,SS210,Prince of Orange,sailing vessel,359,
SV1804,Ulverston : 1832,Edinburgh/Leith,Davis Strait,Only whaling,1832,31,200,,,,,SM0453,,Stodart,SS277,Ulverston,sailing vessel,354,
SV1807,Undaunted : 1832,Edinburgh/Leith,Davis Strait,Only whaling,1832,34,207,,,,,SM0131,,Davidson,SS278,Undaunted,sailing vessel,377,"Note: Whales becoming smaller as had occurred towards end of EG - no lessons learned, in other words."
SV3640,William and Ann : 1832,Edinburgh/Leith,Davis Strait,Only whaling,1832,39,273,,,,,SM0262,,Liston,SS287,William and Ann,sailing vessel,364,
SV1805,William Young : 1832,Edinburgh/Leith,Davis Strait,Only whaling,1832,0,0,,,,,SM0147,,Deuchers,SS288,William Young,sailing vessel,304,Lost.
SV1808,Caledonia : 1832,Kirkcaldy,Davis Strait,Only whaling,1832,30,236,,,,,SM0194,,"Gray, J",SS040,Caledonia,sailing vessel,373,
SV1809,Earl Percy : 1832,Kirkcaldy,Davis Strait,Only whaling,1832,24,175,,,,,SM0232,,Janes,SS073,Earl Percy,sailing vessel,319,
SV1810,Eggington : 1832,Kirkcaldy,Davis Strait,Only whaling,1832,0,0,,,,,SM0491,,Todd,SS079,Eggington,sailing vessel,336,"Lost - DS, even when catches are good, is still dangerous, thus requiring greater risk."
SV1811,Triad : 1832,Kirkcaldy,Davis Strait,Only whaling,1832,19,174,,,,,SM0453,,Stodart,SS273,Triad,sailing vessel,282,
SV1812,Viewforth : 1832,Kirkcaldy,Davis Strait,Only whaling,1832,25,200,,,,,SM0344,,Oliphant,SS284,Viewforth,sailing vessel,294,
SV1822,Eliza Swan : 1832,Montrose,East Greenland,Only whaling,1832,1,7,,,,,SM0178,,Fulton,SS083,Eliza Swan,sailing vessel,306,"Note: As earlier, newspapers have her sailing first for eg, but with poor prospects proceeds on to DS, double voyages always difficult to decipher) - again mostly unsuccessful, thus a relatively short-lived strategy."
SV1823,London : 1832,Montrose,East Greenland,East Greenland,1832,3,45,1000,,,,SM0071,,"Burn, J",SS164,London,sailing vessel,345,"As earlier, newspapers have her sailing first for eg, but with poor prospects proceeds on to DS, but caught seals first."
SV1824,Monarch : 1832,Montrose,Davis Strait,Only whaling,1832,24,205,,,,,SM0127,,Davidson,SS180,Monarch,sailing vessel,311,"DS success likely to have influence, given the two 'eg' vessel results."
SV1831,Commerce : 1832,Peterhead,East Greenland,East Greenland,1832,9,116,4360,,,,SM0557,,"Stewart, A",SS054,Commerce,sailing vessel,241,"Note: EG can still, on occasion, produce good cargoes (the lottery effect) - whales, but increasingly as the industry turns to sealing."
SV1832,Eclipse : 1832,Peterhead,East Greenland,Only whaling,1832,3,32,,,,,SM0430,?,"Souter, J",SS076,Eclipse,sailing vessel,287,
SV1833,Gleaner : 1832,Peterhead,Davis Strait,Only whaling,1832,27,202,,,,,SM0025,,"Anderson, G",SS110,Gleaner,sailing vessel,262,"DS returns still far superior, thus attracting the attention of P'head investors who favour the less costly EG grounds (mostly 'smaller' sets of entrpreneurs)."
SV1834,Hannibal : 1832,Peterhead,Davis Strait,Only whaling,1832,8,52,,,,,SM0053,,"Birnie, R",SS115,Hannibal,sailing vessel,315,
SV1835,Joseph Green : 1832,Peterhead,Davis Strait,Only whaling,1832,28,153,,,,,SM0499,,"Volum, J",SS147,Joseph Green,sailing vessel,353,
SV1836,Mary : 1832,Peterhead,East Greenland,East Greenland,1832,1,33,1900,,,,SM0509,,"Walker, W",SS171,Mary,sailing vessel,157,
SV1837,Perseverance : 1832,Peterhead,East Greenland,Only whaling,1832,3,40,,,,,SM0343,,"Ogston, J",SS200,Perseverance,sailing vessel,240,
SV1838,Resolution : 1832,Peterhead,Davis Strait,Only whaling,1832,15,123,,,,,SM0215,,"Hogg, J",SS229,Resolution,sailing vessel,291,
SV1839,Superior : 1832,Peterhead,Davis Strait,Only whaling,1832,26,210,,,,,SM0289,,"Manson, D",SS256,Superior,sailing vessel,306,
SV1840,Traveller : 1832,Peterhead,Davis Strait,Only whaling,1832,38,273,,,,,SM0421,,"Simpson, G",SS271,Traveller,sailing vessel,400,
SV1841,Union : 1832,Peterhead,East Greenland,East Greenland,1832,0,10,1000,,,,SM0079,,"Cardno, D",SS280,Union,sailing vessel,224,Note: “Whale” oil is entirely from seals (seal quantities not reported separately until that component of the industry becomes well established). Direct reporting of seal quantities indicates what is to come - seals actually subsidising whaling.
SV1866,Bon Accord : 1833,Aberdeen,Davis Strait,Only whaling,1833,19,223,,,,,SM0349,,"Parker, J",SS033,Bon Accord,sailing vessel,363,
SV1867,Dee : 1833,Aberdeen,Davis Strait,Only whaling,1833,12,131,,,,,SM0102,,"Cook, A",SS057,Dee,sailing vessel,319,
SV1868,Hercules : 1833,Aberdeen,Davis Strait,Only whaling,1833,20,179,,,,,SM0377,?,"Reid, W",SS119,Hercules,sailing vessel,248,"Note: One of few examples where data clearly shows that the master, following failure at EG, sailed on to DS (double voyage) and returned 'full.'"
SV1869,Middleton : 1833,Aberdeen,Davis Strait,Only whaling,1833,30,206,,,,,SM0243,,Kerr,SS178,Middleton,sailing vessel,295,
SV1870,Neptune : 1833,Aberdeen,Davis Strait,Only whaling,1833,7,91,,,,,SM0068,,"Bruce, R",SS186,Neptune,sailing vessel,282,
SV1871,St Andrew : 1833,Aberdeen,Davis Strait,Only whaling,1833,18,196,,,,,SM0375,,Reid,SS250,St Andrew,sailing vessel,313,
SV1842,Majestic : 1833,Burnt Island,Davis Strait,Only whaling,1833,11,125,,,,,SM0425,?,Smith,SS170,Majestic,sailing vessel,280,
SV1843,Undaunted : 1833,Burnt Island,Davis Strait,Only whaling,1833,19,155,,,,,SM0516,,Watson,SS278,Undaunted,sailing vessel,377,
SV1854,Advice : 1833,Dundee,Davis Strait,Only whaling,1833,29,275,,,,,SM0152,,"Deuchers, G",SS007,Advice,sailing vessel,324,
SV1855,Alexander : 1833,Dundee,Davis Strait,Only whaling,1833,26,194,,,,,SM0489,,"Thoms, R",SS015,Alexander,sailing vessel,320,
SV1856,Dorothy : 1833,Dundee,Davis Strait,Only whaling,1833,18,251,,,,,SM0129,,Davidson,SS065,Dorothy,sailing vessel,369,
SV1857,Ebor : 1833,Dundee,Davis Strait,Only whaling,1833,14,173,,,,,SM0078,,Cameron,SS075,Ebor,sailing vessel,280,
SV1858,Friendship : 1833,Dundee,Davis Strait,Only whaling,1833,29,197,,,,,SM0130,,Davidson,SS104,Friendship,sailing vessel,304,
SV1860,Heroine : 1833,Dundee,Davis Strait,Only whaling,1833,30,237,,,,,SM0527,,Welsh,SS120,Heroine,sailing vessel,387,
SV1859,Horn : 1833,Dundee,Davis Strait,Only whaling,1833,12,129,,,,,SM0448,,Stevenson,SS128,Horn,sailing vessel,368,
SV1861,Princess Charlotte : 1833,Dundee,Davis Strait,Only whaling,1833,31,280,,,,,SM0006,,"Adamson, W",SS212,Princess Charlotte,sailing vessel,357,
SV1862,Thomas : 1833,Dundee,Davis Strait,Only whaling,1833,28,273,,,,"Broughty Castle Museum, Dundee",SM0488,,"Thoms, G",SS267,Thomas,sailing vessel,356,
SV1844,Clarendon : 1833,Edinburgh/Leith,Davis Strait,Only whaling,1833,24,251,,,,,SM0273,,"Lyall, J",SS051,Clarendon,sailing vessel,434,
SV1845,North Pole : 1833,Edinburgh/Leith,Davis Strait,Only whaling,1833,34,177,,,,,SM0555,,Stewart,SS188,North Pole,sailing vessel,314,"New - Exceptionally large number - good result - but bowheads small, indicating damage being done to the stock."
SV1846,Prince of Orange : 1833,Edinburgh/Leith,Davis Strait,Only whaling,1833,29,258,,,,,SM0203,,Guthrie,SS210,Prince of Orange,sailing vessel,359,
SV1847,Ulverston : 1833,Edinburgh/Leith,Davis Strait,Only whaling,1833,29,246,,,,,SM0459,,Straiton,SS277,Ulverston,sailing vessel,354,
SV1848,William and Ann : 1833,Edinburgh/Leith,Davis Strait,Only whaling,1833,12,159,,,,,SM0262,,Liston,SS287,William and Ann,sailing vessel,364,
SV1849,Caledonia : 1833,Kirkcaldy,Davis Strait,Only whaling,1833,30,260,,,,,SM0194,,"Gray, J",SS040,Caledonia,sailing vessel,373,
